actual_cost,date,items,quantity
0,2016-05-01,0,0
0,2016-06-01,0,0
0,2016-07-01,0,0
0,2016-08-01,0,0
0,2016-09-01,0,0
0,2016-10-01,0,0
0,2016-11-01,0,0
0,2016-12-01,0,0
0,2017-01-01,0,0
0,2017-02-01,0,0
0,2017-03-01,0,0
0,2017-04-01,0,0
0,2017-05-01,0,0
0,2017-06-01,0,0
0,2017-07-01,0,0
0,2017-08-01,0,0
0,2017-09-01,0,0
0,2017-10-01,0,0
0,2017-11-01,0,0
0,2017-12-01,0,0
0,2018-01-01,0,0
0,2018-02-01,0,0
0,2018-03-01,0,0
0,2018-04-01,0,0
0,2018-05-01,0,0
0,2018-06-01,0,0
0,2018-07-01,0,0
0,2018-08-01,0,0
0,2018-09-01,0,0
0,2018-10-01,0,0
0,2018-11-01,0,0
0,2018-12-01,0,0
0,2019-01-01,0,0
0,2019-02-01,0,0
0,2019-03-01,0,0
0,2019-04-01,0,0
0,2019-05-01,0,0
0,2019-06-01,0,0
0,2019-07-01,0,0
0,2019-08-01,0,0
0,2019-09-01,0,0
0,2019-10-01,0,0
0,2019-11-01,0,0
0,2019-12-01,0,0
0,2020-01-01,0,0
0,2020-02-01,0,0
19.15,2020-03-01,8,280
187.77,2020-04-01,55,2793
520.46,2020-05-01,151,7758
475.06,2020-06-01,147,7053
834.41,2020-07-01,235,12433
1118.72,2020-08-01,325,16639
1450.07,2020-09-01,428,21575
1696,2020-10-01,480,25284
2316.75,2020-11-01,699,34425
2576.01,2020-12-01,794,38237
2323.74,2021-01-01,677,34508
2457.94,2021-02-01,733,36440
3040.52,2021-03-01,866,45175
4985.57,2021-04-01,1028,61933
